ticker,quarter,f_yoy,f_gm,f_dgm,D2,A_orac,A_feas,B,C,Cw_0.0,Cw_0.05,Cw_0.1,Cw_0.25,Cw_0.5,Cw_1.0,D1,Cw,t1_h4,t1_h4_filed,t1_h8,t1_h8_filed,t1_h4_latest,t3_raw,ni_dir,t3,t2,caveat
AMD,2014Q3,0.24117140396210157,0.34559333795975017,-0.04975549924955214,5.0,0.00165397778174451,0.10949668769570849,0.10739724693755591,0.9667762429075817,0.07818253663607219,0.07970440649197696,0.07985479358016814,0.07751362900569918,0.07931463539268167,0.9667945168498912,0.24117140396210157,0.9667945168498912,-0.25752274317704693,2015-11-03,0.23185673892554193,2016-10-26,-0.25752274317704693,-0.12043710166874536,0.0,-0.11354376975083505,0.0,
AOSL,2014Q3,0.0662850334144951,0.19423053564921658,0.023104285843486894,2.0,1.0,0.9999999999731415,3.1171591035734713e-07,0.10020523353168365,0.09085343278868402,0.1074498291873877,0.09563795446175043,0.0788245220335579,0.07175166747933706,0.10024665009624349,0.0662850334144951,0.10024665009624349,-0.07683326342995112,2015-11-06,0.19552057368091447,2016-11-07,-0.07683326342995112,-0.020920049805524227,0.0,-0.014026717887613921,0.0,
ATML,2014Q3,0.022189893506911806,0.45350936900549593,0.028212660400946388,1.0,0.0001954134224527891,0.217498289139624,0.08538919875884537,0.9495515153353354,6.262318803030076e-06,9.389668852590276e-06,0.0536459017895515,0.04632343165984708,0.04993408007657551,0.050450915622101224,0.022189893506911806,0.050450915622101224,-0.23486120939423472,2015-10-30,,,-0.23486120939423472,-0.006817501464387532,0.0,7.583045352277384e-05,0.0,
AVGO,2014Q3,0.9704968944099379,0.30969267139479906,-0.16235701804619473,5.0,0.9987118387042765,0.36540100272125714,0.32260474857184024,0.07722892140069168,0.15567148124306185,0.21834698694924914,0.14459097491176282,0.15729526787033746,0.10829883109318408,0.07722892125794897,0.9704968944099379,0.07722892125794897,0.1572327044025157,2015-12-17,,,0.1572327044025157,0.046250341810226914,1.0,0.05314367372813722,0.0,
BRCM,2014Q3,-0.023444976076555046,,,1.0,2.8277062880500745e-06,0.577958557551007,0.06312926246413253,0.8758022815765372,0.051946471475506975,0.05204246278711865,0.05210807609549537,0.05221491915811418,0.05379611672180876,0.12420188207077903,-0.023444976076555046,0.12420188207077903,-0.03230088495575223,2015-10-26,,,-0.03230088495575223,0.012442591176339723,1.0,0.01933592309425003,0.0,
CAVM,2014Q3,0.22205002425745235,0.6261951235650246,0.0432211598972978,5.0,1.0,0.4943628475363878,0.9274473609019886,0.11874665740233753,0.8834760027399807,0.8839909364260524,0.8848833078485944,0.8883919300052433,0.8807543485134032,0.8371596904814838,0.22205002425745235,0.8371596904814838,0.07390144429793621,2015-10-30,0.6002113017903543,2016-11-07,0.07390144429793621,0.020426035577503998,0.0,0.027319367495414304,0.0,
CODE,2014Q3,0.6130927359409444,0.2949857944614289,0.000958009563699902,5.0,5.320345172285681e-13,7.409394214432565e-11,,,,,,,,,0.6130927359409444,,,,,,,,,,,
CRUS,2014Q3,-0.016502820306204646,0.49405171566217676,-0.018425318987299488,1.0,0.999442641901617,0.8379467815341949,7.0643508926707395e-09,0.05082248420029613,0.06158866937470112,0.09933951953593867,0.09655460500941081,0.08967648255205105,0.08078870941074824,0.07212143974239862,-0.016502820306204646,0.07212143974239862,0.4592558059881835,2015-10-28,0.3972636232054141,2016-10-27,0.4592558059881835,-0.014773887522374907,1.0,-0.0078805556044646,1.0,
CY,2014Q3,-0.05099087178108819,0.519441615241747,0.0468779606461075,1.0,0.9272330240685949,0.6696408227795488,0.08553909697671075,0.12473400094588857,0.06265601603713113,0.06286734185101533,0.06313944656952547,0.06433026826456803,0.0678014835827181,0.11409393767754207,-0.05099087178108819,0.11409393767754207,1.473442266259946,2015-11-05,0.12943877881028865,2016-11-14,1.473442266259946,-0.1708857227788585,1.0,-0.1639923908609482,1.0,
DIOD,2014Q3,0.050043775940450175,0.24526761605068342,0.02073550575729305,2.0,0.059929997987623516,0.11675573239972971,0.3441283983896994,0.9446412606484296,0.29348307035849136,0.2952583073937022,0.29675161464109684,0.3024871390258526,0.31551742787139436,0.9446413440392925,0.050043775940450175,0.9446413440392925,-0.1064647078198454,2015-11-06,0.20013595802535322,2016-11-09,-0.1064647078198454,-0.024604953157708054,0.0,-0.017711621239797748,0.0,
FCS,2014Q3,0.04235624123422155,0.3342303552206674,0.04334676475783433,1.0,0.0039505009745962475,0.9999835841315788,0.07184122362528002,0.23150308570979033,0.057374256617284326,0.05581739319416074,0.054753050509006376,0.052162077894420046,0.052467011655486354,0.2315872508048076,0.04235624123422155,0.2315872508048076,-0.1023353450537916,2015-11-05,,,-0.1023353450537916,-0.012305951993149544,0.0,-0.005412620075239238,0.0,
FSL,2014Q3,0.14739884393063574,0.4508816120906801,0.026026120761200366,4.0,0.999869398615634,0.7341067797791441,0.9999992387800616,0.9186130335897457,0.906241208721694,0.8863665548685051,0.8879938629705236,0.8967947894999486,0.907765116182152,0.9185801194946661,0.14739884393063574,0.9185801194946661,-0.07666941467436106,2015-10-23,,,-0.07666941467436106,0.01793590272052764,0.0,0.024829234638437947,0.0,
IDTI,2014Q3,0.07051923174721564,0.5859685515668794,0.02509485896970365,2.0,9.55925027797389e-05,0.002623560336100454,0.9999999999937472,6.249904355819371e-12,0.9999995580913658,0.9999999631419676,0.9999999961907449,0.9999999999902158,0.9999999999937499,0.9999999999937472,0.07051923174721564,0.9999999999937472,0.23637238954578277,2015-10-29,0.08590661836717839,2016-11-08,0.23637238954578277,0.03136776972913835,1.0,0.038261101647048656,1.0,
INTC,2014Q3,0.07961907735539775,0.6447111560986191,0.06161850134879465,3.0,0.9993669017644593,0.5850264700699026,0.7277127515998594,0.519024689589553,0.4647906231809104,0.4637870962346104,0.46246271073864237,0.45985535584148984,0.4549102349328959,0.48303848529834087,0.07961907735539775,0.48303848529834087,-0.006115157345059741,2015-10-28,0.09077082613204279,2016-10-31,-0.006115157345059741,-0.019990517928131668,0.0,-0.013097186010221362,0.0,
IPHI,2014Q3,0.3937302272073626,0.6375213725605802,0.002902037337276009,5.0,0.9999999999999929,0.35117330816388354,0.7017345746627446,0.928557536397296,0.9321275911882896,0.931916293721251,0.9317367956485958,0.9311569042572186,0.9300642525091934,0.9285460152748901,0.3937302272073626,0.9285460152748901,0.7199128948674127,2015-11-05,0.13390496033335997,2016-11-07,0.30594299575500306,-0.020946752592980622,1.0,-0.014053420675070316,1.0,
IRF,2014Q3,0.07644699098942676,0.35551956234647347,0.05504534068854244,2.0,0.6894850347830872,1.796711542311846e-08,0.9066577010376724,0.8808281298302292,0.856771344928281,0.859102786010568,0.8624183220778086,0.8794718070641327,0.9089299520422032,0.8808307788762946,0.07644699098942676,0.8808307788762946,,,,,,,,,,
ISIL,2014Q3,0.020209343110043188,0.5807215706444867,0.029103856571824238,1.0,4.5356192303918304e-05,0.2164008798950518,0.9206612895959997,0.9119579936922232,0.8774154704654981,0.8771678965792705,0.8767640739852022,0.8808220650912539,0.9018429545384621,0.911957811970197,0.020209343110043188,0.911957811970197,-0.10595214884550042,2015-10-30,0.0829387208324246,2016-10-25,-0.10595214884550042,0.008512583947680286,1.0,0.015405915865590591,0.0,
LLTC,2014Q3,0.11661192000366682,0.7603385619054916,0.008803872892001019,3.0,2.979424544846113e-12,1.9007149896118193e-11,0.07692309423129927,0.04944927422666915,0.060371751641791635,0.059881356935181686,0.05896821432149035,0.05551250705326101,0.050781051099696474,0.049451519825426775,0.11661192000366682,0.049451519825426775,-0.07853985878294611,2015-11-05,0.09352562171521162,2016-11-09,-0.07853985878294611,-0.00932564689879023,0.0,-0.002432314980879924,0.0,
LSCC,2014Q3,0.17269228044489582,0.5429350193813604,0.0014094026830681061,4.0,0.9987488648298553,3.7030933430918678e-06,1.1093648300807772e-08,7.0807035505629535e-06,0.02300564012113848,0.01596215405405264,0.003516465178364794,4.639255334027406e-05,1.220070982138354e-06,7.238555713691182e-06,0.17269228044489582,7.238555713691182e-06,0.267355896961996,2015-11-12,0.03199197921888519,2016-11-10,0.267355896961996,-0.04144028146138612,0.0,-0.03454694954347581,1.0,
LSI,2014Q3,0.0007561955275430243,0.5115838936081227,0.0024638238271028623,1.0,0.015666385946300255,0.6816534318813076,0.999999999961787,0.17557471317719905,0.9995840438785056,0.9999991675081984,0.9999999816948206,0.9999999999718732,0.9999999999772697,0.8244668863798541,0.0007561955275430243,0.8244668863798541,,,,,,,,,,
MCHP,2014Q3,0.1427941710314784,0.5795668549905838,0.0035543050761513983,3.0,0.9999994591661091,0.7036608945272766,0.8933587141438719,0.9549562202943599,0.8385069074373276,0.8383902815100926,0.8393916940457774,0.8398788554410697,0.8441876988971038,0.9549562204054431,0.1427941710314784,0.9549562204054431,-0.008882493688706306,2015-11-09,0.6094911071665394,2016-11-08,-0.008882493688706306,-0.00696916237143308,0.0,-7.583045352277384e-05,0.0,
MLNX,2014Q3,0.0448822426860076,0.6656852613722776,-0.006631583220665149,2.0,1.0,0.9999999999585043,7.691667174545139e-07,0.05716432682641821,0.06650834806355369,0.06413603913400996,0.08656754408448564,0.07094037265003526,0.05580606731000373,0.05716460671598559,0.0448822426860076,0.05716460671598559,0.41976505285482313,2015-10-30,0.3082910775658343,2016-11-04,0.41976505285482313,0.0408952787706619,,0.04778861068857221,1.0,
MPWR,2014Q3,0.1857781474165714,0.5420977263428605,0.0062138853337465605,4.0,0.004546722443504538,0.3786168269661672,0.82703966679353,0.08839858153526807,0.9791955095867941,0.8860744483424713,0.9426730009492881,0.8732512156994341,0.04747710194733195,0.9116008714148913,0.1857781474165714,0.9116008714148913,0.16415395417118783,2015-10-28,0.16735750159001683,2016-11-03,0.16415395417118783,7.161265027133545e-05,0.0,0.006964944568181641,0.0,
MRVL,2014Q3,0.19142290002180773,0.48778909341464277,-0.03389816329055556,4.0,0.9999999999972715,0.9999999999843396,0.5669909485325298,0.625094304428282,0.3953258228903638,0.4027413277563466,0.4073208188342117,0.4060273574108984,0.472995153750766,0.374926835764101,0.19142290002180773,0.374926835764101,-0.27441793458160957,2016-07-21,-0.03032790528826923,2016-12-06,-0.27441793458160957,-0.07280153116557248,0.0,-0.06590819924766217,0.0,
MSCC,2014Q3,0.20471911964719935,0.5254515037581123,-0.04460166361607887,4.0,0.998097491429723,6.096793804701754e-06,0.9999999999885887,0.06879334632879644,0.9999639848600723,0.9999661980459761,0.9999646896583999,0.9999716640211359,0.9999922805052595,0.9312213024839439,0.20471911964719935,0.9312213024839439,0.08392924847106142,2015-11-12,0.3690338593310867,2016-11-16,0.08407517309594459,-0.03176988275797055,0.0,-0.02487655084006024,0.0,
MTSI,2014Q3,0.3665430221951962,0.4468869032786302,0.005500463631320951,5.0,0.9999861981735925,0.6447826812920822,,,,,,,,,0.3665430221951962,,-0.5635157343721469,2015-11-24,2.0419546984879573,2016-11-17,0.1992882941433427,0.2287784182545496,1.0,0.2356717501724599,0.0,
MU,2014Q3,0.7178602243313201,0.34354595680562533,0.10368400684876597,5.0,1.4636550023249492e-13,1.4318231397317659e-11,0.9086454051946048,0.055479939153899725,0.921261653161369,0.9198880004897662,0.9209457169918329,0.9343633638318808,0.9403508458097696,0.8941289468710927,0.7178602243313201,0.8941289468710927,-0.1483321504613201,2015-10-27,-0.10638888888888887,2018-10-15,-0.1483321504613201,-0.05821110322529771,0.0,-0.051317771307387405,0.0,
MX,2014Q3,,,,,,,,,,,,,,,,,-0.2055760245353313,2015-11-06,0.2455856252671944,2016-11-02,-0.2055760245353313,0.0053938019065770115,0.0,0.012287133824487317,0.0,
MXIM,2014Q3,0.05635208502550171,0.574286305755782,-0.036372464307717456,2.0,1.0,0.9999999999794085,0.08788318638283912,0.06064441685840943,0.0845564615761717,0.08338426112381275,0.08236952657507901,0.07582936373362457,0.06521660208244183,0.060622400218975386,0.05635208502550171,0.060622400218975386,-0.03061479470940498,2015-10-23,-0.001980409237169134,2016-10-21,-0.03061479470940498,-0.07483789557832699,0.0,-0.06794456366041668,0.0,
MXL,2014Q3,0.19544553790346963,0.6250280962013935,0.04409906654364992,4.0,1.0,0.7803602000342504,3.5097713754572084e-09,0.05182395344738251,0.010762920848314445,0.21149701124877796,0.21180666337530388,0.21296387291664098,0.054299753602245995,0.051823945813361985,0.19544553790346963,0.051823945813361985,1.9252635137211516,2015-11-04,0.011902385729743337,2016-11-07,1.9252635137211516,-0.07552259451707,1.0,-0.06862926259915969,1.0,
NVDA,2014Q3,0.128511171280691,0.5612627218849063,0.003017954489450969,3.0,0.0020469907083983836,0.25008618085146406,0.9999999999924682,0.945988654257886,0.9999999999923688,0.9999999999923617,0.9999999999923475,0.9999999999923226,0.9999999999868052,0.9459781430971512,0.128511171280691,0.9459781430971512,0.06497402442666855,2015-11-18,0.535632183908046,2016-11-22,0.06530612244897949,0.010217783615725895,1.0,0.0171111155336362,0.0,
ON,2014Q3,0.10068284178410569,0.36034846884899685,0.02357671234747133,3.0,0.9999999999999432,0.9999999999812843,1.0315356877558231e-11,0.05007796126470853,0.03979062221467656,0.06352167689368321,0.061637137167328354,0.05654060297901483,0.05134705634159496,0.05007796096624795,0.10068284178410569,0.05007796096624795,0.08482303539292135,2015-10-30,0.05164786551647871,2016-11-07,0.08482303539292135,0.00033374877778258316,1.0,0.007227080695692889,0.0,
OVTI,2014Q3,0.08790220718888486,0.21749611350532302,0.04312337474999772,3.0,1.0,0.9999999999828759,1.2697704356661712e-11,0.10653553037761608,0.03939994873405244,0.022545553506484874,0.0007329047771107192,0.09203642319760016,0.09146349463454012,0.10666448686036038,0.08790220718888486,0.10666448686036038,-0.12919590402111436,2015-12-07,,,-0.12919590402111436,-0.0007633762994430082,,0.006129955618467298,0.0,
PMCS,2014Q3,-0.008482725730413532,0.709640283231616,0.005378593097377871,1.0,4.1613678970775934e-05,0.033940594630671755,0.999999983642141,0.9999999999902052,0.999998628009141,0.9999997914293677,0.9999999922745673,0.9999999999912603,0.9999999877373754,0.9999999999398668,-0.008482725730413532,0.9999999999398668,-0.013937488004015841,2015-11-03,,,-0.013937488004015841,0.01306568350509929,1.0,0.019959015423009596,0.0,
POWI,2014Q3,0.012090261822979453,0.5476878125526774,0.022142442793117834,1.0,0.006614360414392642,0.9999999999576801,0.8950569612497595,0.042717803607642824,0.85088176541816,0.853242994182432,0.8565569474542064,0.8691756026560686,0.8937491345039957,0.9572829432309914,0.012090261822979453,0.9572829432309914,-0.014044195953141658,2015-10-30,0.16778055311775697,2016-11-01,-0.014044195953141658,-0.047279462860398525,0.0,-0.04038613094248822,0.0,
QCOM,2014Q3,0.09018100272304985,0.5974140464296209,-0.002617989450564906,3.0,1.0,0.9999999999815543,6.568025921086227e-12,0.9999999285412596,3.419302506499164e-09,6.579428316324959e-12,6.579418954845394e-12,6.579343169352964e-12,6.578803020619234e-12,0.9580459848089424,0.09018100272304985,0.9580459848089424,-0.18469814704124332,2015-11-04,0.13343108504398837,2016-11-02,-0.18469814704124332,-0.000622707027080005,0.0,0.006270624890830301,0.0,
RFMD,2014Q3,0.07960859533918563,0.44976147647484677,0.13075029543483258,2.0,0.9999999999997158,0.9999999999663771,0.9180891870320617,0.03590275254175495,0.9267408641355447,0.9335313832351394,0.9400318005660974,0.953631488688609,8.196137553858206e-11,0.9641739677662737,0.07960859533918563,0.9641739677662737,,,,,,,,,,
SLAB,2014Q3,0.09449425262994282,0.6368724099200868,0.009691977118747253,3.0,1.4784288554621448e-07,0.8056676826370643,0.8039453747153512,0.835228871540336,0.8316249833060075,0.831945319252463,0.8322564838299142,0.8335672675501576,0.8358912002660045,0.8348339009738834,0.09449425262994282,0.8348339009738834,-0.012330534196681509,2015-10-28,0.14013982611367903,2016-10-26,-0.012330534196681509,-0.00954518117099723,,-0.002651849253086924,0.0,
SMTC,2014Q3,-0.11676868068601898,0.6053231052133222,-0.00499142117901763,1.0,0.9908121012428567,0.4180930236031888,0.5236841135866366,0.564610574055889,0.37149905407701594,0.373496374300663,0.37746526321354223,0.38169771304045674,0.39546914468683314,0.4355235212335341,-0.11676868068601898,0.4355235212335341,-0.2221774464369669,2015-12-04,0.1845695535791383,2016-11-30,-0.2221774464369669,0.0008999445680727414,,0.007793276485983047,0.0,
SWKS,2014Q3,0.3460215546892915,0.4500851788756388,0.018532782636244194,5.0,0.9999999999999574,0.9999997484101787,0.867018256744677,0.9999999999914806,0.0665262147503741,0.8222295919615825,0.8221986363468927,0.8218496513432964,0.8294989832831822,0.9999999999914806,0.3460215546892915,0.9999999999914806,0.22622859529444517,2015-11-24,-0.051544050862851964,2016-11-22,0.22622859529444517,0.04402737541447582,1.0,0.05092070733238613,1.0,
SYNA,2014Q3,0.3680332604927383,0.4440358465280821,-0.056092312371576025,5.0,1.0,0.9999999999708962,0.9999999999923119,0.9999999999923084,0.9999942701815475,0.999999999604583,0.9999999994142996,0.9999999999923048,0.9999999999923084,0.9999999999923084,0.3680332604927383,0.9999999999923084,0.6622987115416583,2015-10-30,-0.1782978723404255,2016-11-03,0.6619519094766619,-0.07657451030102208,0.0,-0.06968117838311177,1.0,
TQNT,2014Q3,0.2139261347795669,0.40175758652516996,0.10339827604611385,4.0,0.8599266689206146,0.7444200782363555,0.7335815193615817,0.1875651272722867,0.6944013744857515,0.6969183352063341,0.7000933023631969,0.7123773105748631,0.7493612117037083,0.8124747878113671,0.2139261347795669,0.8124747878113671,,,,,,,,,,
TXN,2014Q3,0.08040695766327532,0.5713851761846902,0.05612426381186442,3.0,0.9836534144697742,0.48881020494104627,0.06245202913293718,0.9589925542010957,0.052056476021044996,0.05003324463237361,0.04809358367836793,0.042911078597806775,0.03890049532687654,0.04100744581700907,0.08040695766327532,0.04100744581700907,-0.020565552699228773,2015-11-05,0.07174103237095353,2016-11-03,-0.020565552699228773,-0.0014476553755544685,0.0,0.005445676542355837,0.0,
WOLF,2014Q3,0.16341207811012537,0.37192234522909073,-0.0033353152537243247,4.0,0.9999999999971863,0.9999999999654676,7.698688706697346e-12,0.9999999999928519,1.2388649285474145e-05,1.459157856850767e-07,4.747305691906584e-07,7.143125720911966e-12,7.1428972858044185e-12,7.142857566343971e-12,0.16341207811012537,7.142857566343971e-12,-0.005104379056847352,2015-10-21,-0.24480068814939981,2016-10-19,-0.005104379056847352,-0.007940800435496553,0.0,-0.0010474685175862475,0.0,
XLNX,2014Q3,0.0581703241184548,0.6911870565248689,0.0015738741531819977,2.0,1.202386545706865e-08,0.8016924248047351,0.9999999999933351,6.6666665515592835e-12,0.9999989546230161,0.9999999999626326,0.9999999999933351,0.9999999999933351,0.9999999999933333,0.9999999999933351,0.0581703241184548,0.9999999999933351,-0.12691514607901866,2015-10-28,0.09787668792126958,2016-10-27,-0.12691514607901866,-0.018101730820598738,0.0,-0.011208398902688432,0.0,
ADI,2014Q4,0.2007187380646569,0.5969159235465405,-0.05910583029820671,5.0,0.9999999647748445,0.9999999999023998,0.9999999999949978,0.03935630104142221,0.9999999994225419,0.9999999933970329,0.04660652297875901,0.0712428092298119,0.999999999995,0.9999999999949978,0.2007187380646569,0.9999999999949978,-0.003312236232263288,2016-02-17,0.27945398470814076,2018-11-27,-0.003312236232263288,-0.03203146053473227,0.0,-0.031469561706255894,0.0,
ALTR,2014Q4,0.12033098252026586,0.6677001477164005,-0.014940088187130218,4.0,0.5715451519913811,4.7930659323791316e-08,0.06188543891334918,0.04811980245073622,0.05032360059459011,0.050442468670661385,0.050540003386570456,0.05022050431927466,0.04956410901311748,0.048102961884125016,0.12033098252026586,0.048102961884125016,,,,,,,,,,
AMD,2014Q4,-0.021902806297056765,0.3456962911126662,-0.01090877391128997,1.0,0.004232018770961956,0.11740645083554566,0.09529833941802543,0.9676669536098297,0.07010677059292597,0.07202356172342685,0.06992173052189314,0.0699339151751529,0.07172673499652707,0.9676718393800611,-0.021902806297056765,0.9676718393800611,-0.22679580306698954,2016-02-18,0.20354906054279742,2019-02-08,-0.22679580306698954,0.00485019739469339,1.0,0.005412096223169766,0.0,
AOSL,2014Q4,0.04869176543312603,0.20585601414693314,0.0019711340337628114,2.0,1.0,0.9999999999779305,5.68782564977888e-10,0.10540394295212797,0.09146036195517476,0.12223723701658186,0.11079867814966751,0.09052535991417715,0.08192618255570086,0.105403952568709,0.04869176543312603,0.105403952568709,-0.018480720047216237,2016-02-04,0.18618227372377083,2017-02-09,-0.018480720047216237,0.00014635934806978002,0.0,0.000708258176546156,0.0,
ATML,2014Q4,0.05113285504171028,0.47222986234428616,0.06953582302557104,2.0,0.0010590283219992964,0.20442304246910967,0.10660678552218732,0.943123092910103,0.999999999860897,0.999999999905981,0.06430869197862535,0.054991692766362246,0.05399863001735856,0.05689075147392564,0.05113285504171028,0.05689075147392564,-0.2447493019303144,2016-02-29,,,-0.2447493019303144,0.05703690698181685,1.0,0.057598805810293224,0.0,
AVGO,2014Q4,1.154471544715447,0.49559748427672956,0.026762795929846095,5.0,0.9970878377229493,0.41637029023145883,0.3276274657060966,0.07450372160875825,0.1235817086572213,0.1506768269170246,0.14141305125073933,0.11523798349165547,0.08885496830918556,0.07450015562086999,1.154471544715447,0.07450015562086999,,,,,,,,,,
BRCM,2014Q4,0.05312208760484616,,,2.0,9.683972829448134e-10,0.5902536729518695,0.06160716347097952,0.8799074070948228,0.04999514723322602,0.05021867568646353,0.050457791830757236,0.05071937917706271,0.05303214760193589,0.12008407611604165,0.05312208760484616,0.12008407611604165,,,,,,,,,,
CAVM,2014Q4,0.23645164551842668,0.6349902384675927,-0.004613421610259794,5.0,1.0,0.9999740302863481,0.9321226673290861,0.09601328723995158,0.8902318973051413,0.8906122500450523,0.8914203748340092,0.8945327006260061,0.9055451870292347,0.9250510576577089,0.23645164551842668,0.9250510576577089,-0.0027760489216878126,2016-02-22,1.240405381308078,2017-02-28,-0.0027760489216878126,0.041641677094859886,1.0,0.04220357592333626,0.0,
CODE,2014Q4,0.15565261286570253,0.31914664640901463,0.11368388056831055,4.0,3.7253474194272733e-13,2.4305495741969673e-11,,,,,,,,,0.15565261286570253,,,,,,,,,,,
CRUS,2014Q4,0.10249592229547222,0.4784029607923354,-0.04316560495704441,3.0,0.8821053031626321,0.8434662469255032,2.2822964839592164e-11,0.05262891209418823,0.03568217927794209,0.08013148508745314,0.07824639767225192,0.0733768676416596,0.06726661248634419,0.06096220984891834,0.10249592229547222,0.06096220984891834,0.1649564978600564,2016-01-27,0.5035488108824451,2017-02-01,0.1649564978600564,0.035929594203669146,1.0,0.03649149303214552,1.0,
CY,2014Q4,-0.0063956168564509586,0.5166652445657971,0.03101696640150342,1.0,0.975704095561863,0.7349868016004982,0.08020214677493218,0.10694006539105808,0.05956411014973337,0.059725358589626514,0.05995329169056764,0.060871200307709004,0.06359266788641087,0.10703292133354292,-0.0063956168564509586,0.10703292133354292,1.4450588548428276,2016-03-02,0.17782497422955257,2019-02-27,1.4450588548428276,-0.204166158995847,0.0,-0.20360426016737063,1.0,
DIOD,2014Q4,0.041276557837067296,0.3196721662096785,0.009846323262816425,2.0,0.8146448827638315,0.11573334711713595,0.8679662280488653,0.9498687463508938,0.8691106436696611,0.8718260865313932,0.8738835903229208,0.8796153798153635,0.8958086330597818,0.9498685283434842,0.041276557837067296,0.9498685283434842,0.3378243450694558,2016-03-11,0.08258194522835516,2019-02-21,0.3378243450694558,-0.19095136169389026,0.0,-0.1903894628654139,1.0,
FCS,2014Q4,0.045255074053757616,0.3484649698241931,0.033325090504390587,2.0,0.004824481619612345,0.999998485033057,0.12751866298132664,0.3414110037259744,0.09929809311867986,0.09682757626712762,0.09499478573992089,0.09096217403895893,0.09246742326279364,0.34143860282361144,0.045255074053757616,0.34143860282361144,-0.05763517528223405,2016-02-25,,,-0.05763517528223405,0.020861009771327987,1.0,0.021422908599804363,0.0,
FSL,2014Q4,0.11797235023041486,0.46331409727947237,0.027369396818642866,4.0,0.9999362455367246,0.7331881392983426,0.9999998888722379,0.9239890399046538,0.9286623270857891,0.9282431191541237,0.901191676384826,0.9076581159695996,0.9157576410693531,0.9239648052081558,0.11797235023041486,0.9239648052081558,,,,,,,,,,
IDTI,2014Q4,0.09983232918033846,0.5972296178506561,0.02884158425231198,3.0,3.903384672984135e-05,0.0013934879223662965,0.9999999999941167,5.882241705548747e-12,0.9999999242465762,0.9999999971113169,0.9999999997810818,0.9999999999941167,0.9999999999941178,0.9999999999941167,0.09983232918033846,0.9999999999941167,0.1749801534797566,2016-02-09,-0.007049152637801925,2017-02-07,0.1749801534797566,0.0031536132958477348,1.0,0.0037155121243241107,1.0,
INTC,2014Q4,0.07943336052807237,0.6498557097705098,0.025810615948660076,3.0,0.9999996848332485,0.5977528282969712,0.9051893651499802,0.1452031585500787,0.8586182985339831,0.8585055772575405,0.8584105560123912,0.8580922989380393,0.8574882212102184,0.8548678631454324,0.07943336052807237,0.8548678631454324,0.013110522382990375,2016-02-12,0.09789459568190972,2019-02-01,0.013110522382990375,-0.01053616305798244,0.0,-0.009974264229506064,0.0,
IPHI,2014Q4,0.36327082785314335,0.6415734053696455,0.009691852628297859,5.0,1.0,0.36141597954003885,0.7322073539446947,0.9333296416196128,0.9363303543983372,0.936147698111618,0.9359830683692895,0.9355307844750747,0.9344626477564401,0.9334009298552013,0.36327082785314335,0.9334009298552013,0.17599035669278407,2016-02-29,0.06341145226669154,2017-03-01,,0.2799056812886975,1.0,0.2804675801171739,1.0,
IRF,2014Q4,0.06390361445783133,0.379102959008739,0.02577209709956385,3.0,0.9921155188716985,1.6666302284851515e-10,0.9150848298384702,0.8951087754775369,0.8701272604399548,0.8726980942503901,0.8766681067529701,0.8955102182367568,0.9160034615328557,0.8951103099750688,0.06390361445783133,0.8951103099750688,,,,,,,,,,
ISIL,2014Q4,-0.05917035717093366,0.583857894883436,0.029391292855187268,1.0,0.002360013945562608,0.2570130527911404,0.9264626899625945,0.9073291991898397,0.8850999974130952,0.885409468705923,0.8852649648734506,0.8851262632848109,0.8927334554669873,0.907321355159436,-0.05917035717093366,0.907321355159436,-0.03431813675396189,2016-02-12,0.10408604867878646,2017-02-17,-0.03431813675396189,-0.02045837294708408,1.0,-0.019896474118607704,0.0,
LLTC,2014Q4,0.0902082225428007,0.7601277421441276,0.006930364096959463,3.0,5.573534640127437e-13,1.421070825971203e-11,0.07142867999297614,0.0472202987339025,0.056674176716179143,0.056138004140930356,0.05537495269812618,0.05216654228569416,0.048108703721642665,0.04722089637708743,0.0902082225428007,0.04722089637708743,-0.015449195206693633,2016-02-11,0.08264674702127173,2017-01-31,-0.015449195206693633,0.0028869843300001197,0.0,0.0034488831584764956,0.0,
LSCC,2014Q4,-0.006700782522890525,,,1.0,0.9988955856750186,3.100985410685501e-07,1.4203399202172867e-11,1.4867743856744102e-06,0.009643147301039087,0.003872220559269361,0.000871122720710548,1.957057150520339e-05,4.285900318317028e-07,1.575567806874296e-06,-0.006700782522890525,1.575567806874296e-06,0.21045454545454545,2016-03-02,0.16714429709271306,2017-03-01,0.21045454545454545,-0.018748726568409535,0.0,-0.01818682773993316,1.0,
LSI,2014Q4,0.0007561955275430243,0.5115838936081227,0.0024638238271028623,1.0,0.006102975454588245,0.6940110460441897,0.9999999999568772,0.26047009454465014,0.9996242349288411,0.9999998701745354,0.9999999959715709,0.9999999999643805,0.9999999999700542,0.999993776664904,0.0007561955275430243,0.999993776664904,,,,,,,,,,
MCHP,2014Q4,0.10874238078710041,0.5628520640081429,-0.02347059887505043,4.0,0.999999902825356,0.7122187328055761,0.8303200466380336,0.9569258714592973,0.73372581427964,0.7339270590212156,0.7352369762242109,0.7360588218030775,0.9047243206474223,0.9569256652468171,0.10874238078710041,0.9569256652468171,0.022004501522573827,2016-02-05,0.544138548776335,2017-02-08,0.022004501522573827,-0.02939878535757756,0.0,-0.028836886529101186,0.0,
