ticker,model,quarter,p_high_filtered,p_high_smoothed,viterbi_state,caveat
MRVL,B,2013Q3,3.4442299815695504e-05,4.8577846830268034e-06,0,
MRVL,B,2013Q4,2.9321986819902944e-06,4.135361745572453e-07,0,
MRVL,B,2014Q1,1.3308710398878042e-06,1.8789250455564512e-07,0,
MRVL,B,2014Q2,5.2061757967944345e-05,7.370296733054815e-06,0,
MRVL,B,2014Q3,0.00018339018691116077,2.6002638201305398e-05,0,
MRVL,B,2014Q4,0.00025444799461888523,3.6056882717646206e-05,0,
MRVL,B,2015Q1,0.000224436339335409,3.165804163723735e-05,0,
MRVL,B,2015Q2,1.6714011771020052e-24,2.357153363452388e-25,0,
MRVL,B,2015Q3,1.2750643175653413e-11,1.7982051342890635e-12,0,
MRVL,B,2015Q4,5.511591635985661e-10,7.793309413778373e-11,0,
MRVL,B,2016Q1,7.377978891858809e-05,1.8014067165990564e-05,0,
MRVL,B,2016Q2,0.000856046100739355,0.005028755615361717,0,
MRVL,B,2016Q3,0.020819416714358645,0.2839109963408035,0,
MRVL,B,2016Q4,0.39705372622187296,0.9289848068830973,1,
MRVL,B,2017Q1,0.9424168492892118,0.996928903893283,1,
MRVL,B,2017Q2,0.9917591732712565,0.9995829793121657,1,
MRVL,B,2017Q3,0.9946547724437778,0.999722464320653,1,
MRVL,B,2017Q4,0.9948800168312558,0.9995140815432771,1,
MRVL,B,2018Q1,0.9955299333158025,0.9932176758957639,1,
MRVL,B,2018Q2,0.9629641208763071,0.7857232636479585,1,
MRVL,B,2018Q3,6.096533190490174e-08,8.597854700136038e-09,0,
MRVL,B,2018Q4,4.878273428842999e-12,1.0582149681869883e-12,0,
MRVL,B,2019Q1,0.02308061322122672,0.003695634095662101,0,
MRVL,B,2019Q2,0.00809339649212624,0.0011535864211837262,0,
MRVL,B,2019Q3,0.0002076993751946631,2.929677493193423e-05,0,
MRVL,B,2019Q4,5.019982440772052e-13,7.079623156425601e-14,0,
MRVL,B,2020Q1,9.045436576742307e-08,1.2759254503887576e-08,0,
MRVL,B,2020Q2,9.90858927940313e-06,1.4010777288639869e-06,0,
MRVL,B,2020Q3,0.00012155183347350929,1.804661657394641e-05,0,
MRVL,B,2020Q4,0.002561864439433399,0.00036243053559372585,0,
MRVL,B,2021Q1,4.781179873563772e-05,6.74310706305619e-06,0,
MRVL,B,2021Q2,2.9074382452295575e-25,4.1003761685932913e-26,0,
MRVL,B,2021Q3,6.79297518816253e-07,9.591230340328285e-08,0,
MRVL,B,2021Q4,5.669015999626188e-05,8.020110526017445e-06,0,
MRVL,B,2022Q1,0.0001497498672470239,2.131576530780328e-05,0,
MRVL,B,2022Q2,0.0004478552329585644,6.328173209098693e-05,0,
MRVL,B,2022Q3,7.547008635358475e-05,1.064417102160059e-05,0,
MRVL,B,2022Q4,1.9157693980609485e-07,2.7017828418746287e-08,0,
MRVL,B,2023Q1,1.8824696268062594e-13,2.6548202023858618e-14,0,
MRVL,B,2023Q2,4.444004980784911e-18,6.267317163839458e-19,0,
MRVL,B,2023Q3,4.661753941420295e-18,6.574428155207808e-19,0,
MRVL,B,2023Q4,2.3734008141625724e-08,2.3734008141625724e-08,0,
