ticker,label,section,harmonized_name,application_count,reason
MU,Micron,excluded,MICRONDE SA,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONA INC,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRON LABORGERATE GMBH,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONSHIELD LLC,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONAS INTERNMETALL GMBH,1,"excluded by MICRONAS%: Micronas GmbH/Intermetall — German semiconductor company (Hall sensors), unrelated to Micron Technology"
MU,Micron,excluded,MICRONET LTD,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRON E M E LTD,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONIZATION TECH AND THERAPEUTICS GROUP LLC,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONUTRIENTS USA LLC,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRON ETS,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRON INTERNATIONAL LTD,1,not in the curated entity allowlist (include_name_like) — unrelated company caught by the broad prefix
MU,Micron,excluded,MICRONAS INTERUETALL GMBH,1,"excluded by MICRONAS%: Micronas GmbH/Intermetall — German semiconductor company (Hall sensors), unrelated to Micron Technology"
