ticker,section,harmonized_name,application_count,review_status,reason
MRVL,matched,MARVELL INTERNATION LTD,1,,
MRVL,matched,MARVELL INTERNATIONA LTD,1,,
MRVL,matched,MARVELL INTERNATIONL LTD,1,,
MRVL,matched,MARVELL INTERNTATIONAL LTD,1,,
MRVL,matched,MARVELL ISRAEL (M L S L ) LTD,1,,
MRVL,matched,MARVELL ISRAEL MIL LTD,1,,
MRVL,matched,MARVELL ISRALE M I S L LTD,1,,
MRVL,matched,MARVELL ISREAL (M I S L ) LTD,1,,
MRVL,matched,MARVELL ISREAL LTD M I S L,1,,
MRVL,matched,MARVELL ISTRAEL (M I S L) LTD,1,,
MRVL,matched,MARVELL LNTERNATIONAL LTD,1,,
MRVL,matched,MARVELL LUTERNAT LTD,1,,
MRVL,matched,MARVELL SEMICONDUCTOR,1,,
MRVL,matched,MARVELL SEMICONDUCTOR INTERNAT,1,,
MRVL,matched,MARVELL SEMICONDUCTOR ISRAEL LTD,1,,
MRVL,matched,MARVELL SEMICONDUCTOR ISREAEL,1,,
MRVL,matched,MARVELL WOLD TRADE LTD,1,,
MRVL,matched,MARVELL WORL TRADE LTD,1,,
MRVL,matched,MARVELL WORLD TRADE INTERNAT,1,,
MRVL,matched,MARVELL WORLD TRADE LID,1,,
MRVL,matched,MARVELL WORLD TRADE LLC,1,,
MRVL,matched,MARVELL WORLD TRADE LTD ST MICHAEL,1,,
MRVL,matched,MARVELL WORLD TRADER LTD,1,,
MRVL,matched,MARVELL WORLD TRADTE LTD,1,,
MRVL,matched,MARVELL WORLD TRAVEL LTD,1,,
MRVL,matched,MARVELLWORLD TRADE LTD,1,,
MSCC,matched,MICROSEMI CORP,255,REVIEW,
MSCC,matched,MICROSEMI SOC CORP,97,REVIEW,
MSCC,matched,MICROSEMI CORP ANALOG MIXED SI,78,REVIEW,
MSCC,matched,MICROSEMI SEMICONDUCTOR ULC,47,REVIEW,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS (U S ) INC,41,REVIEW,
MSCC,matched,MICROSEMI SOLUTIONS U S INC,25,REVIEW,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS INC,22,REVIEW,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS U S INC,22,REVIEW,
MSCC,matched,MICROSEMI SEMICONDUCTOR U S INC,21,REVIEW,
MSCC,matched,MICROSEMI SOLUTIONS (U S ) INC,18,,
MSCC,matched,MICROSEMI CORP —ANALOG MIXED SIGNAL GROUP LTD,17,,
MSCC,matched,MICROSEMI P O E LTD,17,,
MSCC,matched,MICROSEMI FREQUENCY AND TIME CORP,11,,
MSCC,matched,MICROSEMI COMMUNICATIONS INC,10,,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS (US) INC,10,,
MSCC,matched,MICROSEMI SEMICONDUCTOR CORP,9,,
MSCC,matched,MICROSEMI SEMICONDUCTOR LTD,8,,
MSCC,matched,MICROSEMI SEMICONDUCTOR (U S ) INC,5,,
MSCC,matched,MICROSEMI SOLUTIONS US INC,4,,
MSCC,matched,MICROSEMI CORP & MDASH ANALOG MIXED SIGNAL GROUP LTD,2,,
MSCC,matched,MICROSEMI CORP - ANALOG MIXED SIGNAL GROUP LTD,2,,
MSCC,matched,MICROSEMI CORP POWER PRODUCTS,2,,
MSCC,matched,MICROSEMI MICROWAVE PRODUCTS I,2,,
MSCC,matched,MICROSEMI SEMICONDUCTOR AB,2,,
MSCC,matched,MICROSEMI CORP & MDASH ANALOG,1,,
MSCC,matched,MICROSEMI CORP - SECURITY SOLUTIONS,1,,
MSCC,matched,MICROSEMI CORP -ANALOG MIXED SIGNAL GROUP LTD,1,,
MSCC,matched,MICROSEMI CORP ANALOGED MIXED SIGNAL GROUP LTD,1,,
MSCC,matched,MICROSEMI CORP SECURITY SOLUTIONS,1,,
MSCC,matched,MICROSEMI CORP —HIGH PERFORMANCE TESTING,1,,
MSCC,matched,MICROSEMI INC,1,,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS LTD,1,,
MSCC,matched,MICROSEMI STORAGE SOLUTIONS US INC,1,,
MTSI,matched,MACOM TECH SOLUTIONS HOLDINGS INC,437,REVIEW,
MTSI,matched,M A COM TECHNOLOGY SOLUTIONS HOLDINGS INC,38,REVIEW,
MTSI,matched,MACOM CONNECTIVITY SOLUTIONS LLC,25,REVIEW,
MTSI,matched,M/A-COM TECH SOLUTIONS HOLDINGS INC,23,REVIEW,
MTSI,matched,MACOM TECH SOLUTIONS HOLDING INC,16,,
MTSI,matched,M A COM EUROTEC B V,10,,
MTSI,matched,M A COM PRIVATE RADIO SYSTEMS,10,,
MTSI,matched,M A COM TECHNOLOGY SOLUTIONS H,8,,
MTSI,matched,MACOME CORP,8,,
MTSI,matched,M A COM EUROTEC BV,6,,
MTSI,matched,M A COM,5,,
MTSI,matched,MACOMIC CHESTER A,5,,
MTSI,matched,MACOM S R L,4,,
MTSI,matched,MACOM TECH SOLUTION HOLDINGS INC,4,,
MTSI,matched,MACOMIC CORP,4,,
MTSI,matched,M A COM EUROTEC,2,,
MTSI,matched,M A COM INC AND M A COM EUROTE,2,,
MTSI,matched,MACOM ERIC P,2,,
MTSI,matched,M A COM ADAMS RUSSELL INC,1,,
MTSI,matched,M A COM CORP,1,,
MTSI,matched,M A COM EUROTEC OPERATIONS,1,,
MTSI,matched,M A COM LIGHT CONTROL SYSTEMS,1,,
MTSI,matched,MACOM CONNICTIVITY SOLUTIONS LLC,1,,
MTSI,matched,MACOM JOHN N,1,,
MTSI,matched,MACOM JOHN NICHOLAS,1,,
MTSI,matched,MACOM TECH HOLDINGS INC,1,,
MTSI,matched,MACOM TECH SOLUTIONS HOLDINGS LLC,1,,
MTSI,matched,MACOM TECH SOULTIONS HOLDINGS INC,1,,
MTSI,matched,MACOM TECHNOLOGY SOLUTIONS HOLDINGS INC,1,,
MTSI,matched,MACOM THOMAS E,1,,
MTSI,matched,MACOMA INGBUREAU,1,,
MTSI,matched,MACOMB INTERMEDIATE SCHOOL DIS,1,,
MTSI,matched,MACOMB LESTER M,1,,
MTSI,matched,MACOMB MFG COMPANY,1,,
MTSI,matched,MACOMB POULTRY SUPPLY COMPANY,1,,
MTSI,matched,MACOMB SHEET METAL WORKS,1,,
MTSI,matched,MACOMICS LTD,1,,
MTSI,matched,MACOMIE CHESTER A,1,,
MTSI,matched,MACOMSON JAMES B,1,,
MU,matched,MICRON TECHNOLOGY INC,44262,REVIEW,
MU,matched,MICRON ELECTRONICS INC,402,REVIEW,
MU,matched,MICRON SEMICONDUCTOR INC,156,REVIEW,
MU,matched,MICRON COMMUNICATIONS INC,97,REVIEW,
MU,matched,MICRON DISPLAY TECH INC,88,REVIEW,
MU,matched,MICRON QUANTUM DEVICES INC,55,REVIEW,
MU,matched,MICRON TECHNOLOGIES INC,55,REVIEW,
MU,matched,MICRON TECH INC,45,REVIEW,
MU,matched,MICRON TECHNOLGY INC,34,REVIEW,
MU,matched,MICRONTECHNOLOGY INC,13,,
MU,matched,MICRON TECH,9,,
MU,matched,MICRON TECHOLOGY INC,9,,
MU,matched,MICRON TECHNOLOGY INC A CORP O,8,,
MU,matched,MICRON TECHNOLOY INC,8,,
MU,matched,MICRON TECHNOLOGY INC A DELAWA,7,,
MU,matched,MICRON TECNOLOGY INC,7,,
MU,matched,MICRON TECHNOLGOY INC,5,,
MU,matched,MICRON TECHNOLOGY INC A CORP,5,,
MU,matched,MICRON TECHONOLOGY INC,5,,
MU,matched,MICRON TEHNOLOGY INC,5,,
MU,matched,MICRON CUSTOM MANUFACTURING SE,4,,
MU,matched,MICRON TECHNOLOGY CORP,4,,
MU,matched,MICRON ELETRONICS INC,3,,
MU,matched,MICRON TECHNOGY INC,3,,
MU,matched,MICRON COMMUNICATION INC,2,,
MU,matched,MICRON PC LLC,2,,
MU,matched,MICRON TECH LNC,2,,
MU,matched,MICRON TECHNLOGY INC,2,,
MU,matched,MICRON TECHNNOLOGY INC,2,,
MU,matched,MICRON TECHNOLOG INC,2,,
MU,matched,MICRON TECHNOLOGY IND,2,,
MU,matched,MICRON TECHNOLOGY LNC,2,,
MU,matched,MICRON TECHNOLOGY P A,2,,
MU,matched,MICRON TECHNOLOLGY INC,2,,
MU,matched,MICRON TECHNOLOOGY INC,2,,
MU,matched,MICRONPC LLC,2,,
MU,matched,MICRON COMMUNICATIONS,1,,
MU,matched,MICRON CUSTOM MANUFACTURING IN,1,,
MU,matched,MICRON DISPLAY,1,,
MU,matched,MICRON DISPLAY INC,1,,
MU,matched,MICRON DISPLAY TECHNOLOGY,1,,
MU,matched,MICRON ELECTONICS INC,1,,
MU,matched,MICRON ELECTRONICS LLP,1,,
MU,matched,MICRON MEMORY JAPAN INC,1,,
MU,matched,MICRON TCHNOLOGY INC,1,,
MU,matched,MICRON TECH HOLDING INC,1,,
MU,matched,MICRON TECH IMC,1,,
MU,matched,MICRON TECH INC/,1,,
MU,matched,MICRON TECH LICENSING LLC,1,,
MU,matched,MICRON TECH LLP,1,,
MU,matched,MICRON TECH P C,1,,
MU,matched,MICRON TECH WAY,1,,
MU,matched,MICRON TECHNLOLOGY INC,1,,
MU,matched,MICRON TECHNOIOGY INC,1,,
MU,matched,MICRON TECHNOLNOLOGY INC,1,,
MU,matched,MICRON TECHNOLOAY INC,1,,
MU,matched,MICRON TECHNOLOGGY INC,1,,
MU,matched,MICRON TECHNOLOGH INC,1,,
MU,matched,MICRON TECHNOLOGIES CORP,1,,
MU,matched,MICRON TECHNOLOGIES NC,1,,
MU,matched,MICRON TECHNOLOGOY INC,1,,
MU,matched,MICRON TECHNOLOGY IN,1,,
MU,matched,MICRON TECHNOLOGY IN C,1,,
MU,matched,MICRON TECHNOLOGY INC AND IDAH,1,,
MU,matched,MICRON TECHNOLOGY INC BOISE ID,1,,
MU,matched,MICRON TECHNOLOGY INC CLARENDO,1,,
MU,matched,MICRON TECHNOLOGY INCL,1,,
MU,matched,MICRON TECHNOLOGY INCV,1,,
MU,matched,MICRON TECHNOLOGY ING,1,,
MU,matched,MICRON TECHNOLOGY INS,1,,
MU,matched,MICRON TECHNOLOGY INST,1,,
MU,matched,MICRON TECHNOLOGY LICENSING LLC,1,,
MU,matched,MICRON TECHNOLOGY LLC,1,,
MU,matched,MICRON TECHNOLOPGY INC,1,,
MU,matched,MICRON TECHNOLOTY INC,1,,
MU,matched,MICRON TECHNONLOGY INC,1,,
MU,matched,MICRON TECHONLOGY INC,1,,
MU,matched,MICRON TEDHNOLOGY INC,1,,
MU,matched,MICRONBTECHNOLOGY INC,1,,
MU,matched,MICRONG TECHNOLOGY INC,1,,
MX,matched,MAGNACHIP SEMICONDUCTOR LTD,604,REVIEW,
MX,matched,MAGNACHIP MIXED SIGNAL LTD,21,REVIEW,
MX,matched,MAGNACHIP SEMICONDUCTOR INC,4,,
MX,matched,MAGNACHIP SEMINCONDUCTOR LTD,3,,
MX,matched,MAGNACHIP SEMICONDUCTOR,2,,
MX,matched,MAGNACHIP SEMICONDUTOR LTD,1,,
MXIM,matched,MAXIM INTEGRATED PRODUCTS,1400,REVIEW,
MXIM,matched,MAXIM INTEGRATED PRODUCTS GMBH,8,,
MXIM,matched,MAXIM INTEGRATED INC,6,,
MXIM,matched,MAXIM INTEGRATED GMBH,4,,
MXIM,matched,MAXIM INTEGRATED PRODUCT INC,2,,
MXIM,matched,MAXIM INTEGRATED PRODCUTS INC,1,,
MXIM,matched,MAXIM INTEGRATED PRODUCTS IC,1,,
MXIM,matched,MAXIM INTEGRATED PRODUCTS INC,1,,
MXIM,matched,MAXIM INTEGRATED PROEDUCTS INC,1,,
MXIM,matched,MAXIM INTEGRATED SYSTEMS INC,1,,
MXL,matched,MAXLINEAR INC,975,REVIEW,
MXL,matched,MAXLINEAR ASIA SINGAPORE PRIVATE LTD,31,REVIEW,
MXL,matched,MAXLINEAR ASIA SINGAPORE PTY LTD,1,,
MXL,matched,MAXLINEAR IN,1,,
MXL,matched,MAXLINEAR INCORPORATED,1,,
MXL,matched,MAXLINEAR ISRAEL LTD,1,,
MXL,matched,MAXLINEAR ISREAL LTD,1,,
NSM,matched,NAT SEMICONDUCTOR CORP,4941,REVIEW,
NSM,matched,NAT SEMICONDUCTOR GERMANY AG,20,REVIEW,
NSM,matched,NAT SEMICONDUCTOR CORP A DELAW,11,,
NSM,matched,NAT SEMICONDUCTOR CORPORATION,10,,
NSM,matched,NAT SEMICONDUCTOR INC,6,,
NSM,matched,NAT SEMICONDUCTOR COMPANY,1,,
NSM,matched,NAT SEMICONDUCTOR CORP THE,1,,
NSM,matched,NAT SEMICONDUCTOR CORPORATED,1,,
NSM,matched,NAT SEMICONDUCTOR CORPORATON,1,,
NSM,matched,NAT SEMICONDUCTOR CORPORTAION,1,,
NVDA,matched,NVIDIA CORP,8475,REVIEW,
NVDA,matched,NVIDIA INTERNATIONAL INC,16,,
NVDA,matched,NVIDIA TECHNOLOGY UK LTD,14,,
NVDA,matched,NVIDIA,12,,
NVDA,matched,NVIDIA U S INVEST COMPANY,6,,
NVDA,matched,NVIDIA CORPORTION,3,,
NVDA,matched,NVIDIA TECH UK LTD,3,,
NVDA,matched,NVIDIA CORPORARTION,2,,
NVDA,matched,NVIDIA CORPRATION,2,,
NVDA,matched,NVIDIA CORPROATION,2,,
NVDA,matched,NVIDIA Corporaton,2,,
NVDA,matched,NVIDIA TECH INC,2,,
NVDA,matched,NVIDIA US INVEST COMPANY,2,,
NVDA,matched,NVIDIA Corporatin,1,,
NVDA,matched,NVIDIA DENMARK APS,1,,
NVDA,matched,NVIDIA US INVEST CO,1,,
NVDA,matched,NVIDIA US INVESTMENT CO,1,,
NXPI,matched,NXP BV,6691,REVIEW,
NXPI,matched,NXP USA INC,3239,REVIEW,
NXPI,matched,NXP AERONAUTICS RES LLC,14,,
NXPI,matched,NXP B V,13,,
NXPI,matched,NXP CANADA INC,4,,
NXPI,matched,NXP B V DUTCH CORP,3,,
NXPI,matched,NXP N V,2,,
NXPI,matched,NXP SEMICONDUCTORS,2,,
NXPI,matched,NXP SEMICONDUCTORS NETHERLANDS B V,2,,
NXPI,matched,NXP,1,,
NXPI,matched,NXP B B,1,,
NXPI,matched,NXP B V INTELLECTUAL PROPERTY & LICENSING,1,,
NXPI,matched,NXP ENHANCED CONDUCTOR SCIENCES LLC,1,,
NXPI,matched,NXP SEMICONDUCTOR NETHERLANDS B V,1,,
NXPI,matched,NXP USA,1,,
NXPI,matched,NXP USA INX,1,,
ON,matched,SEMICONDUCTOR COMPONENTS IND LLC,3012,REVIEW,
ON,matched,SEMICONDUCTOR COMPONENTS IND,1555,REVIEW,
ON,matched,ON SEMICONDUCTOR TRADING LTD,108,REVIEW,
ON,matched,ON SEMICONDUCTOR,7,,
ON,matched,ON SEMICONDUCTOR CONNECTIVITY SOLUTIONS INC,7,,
ON,matched,ON SEMICONDUCTOR TRADING LTD A BERMUDA LTD LIABILITY COMPANY,4,,
ON,matched,ON SEMICONDUCTOR IMAGE SENSOR,2,,
ON,matched,ON SEMICONDUCTOR TRADING LTD A BERMUDA LTD COMPANY,1,,
ON,matched,ON SEMICONDUCTOR TRADING LTD A BERMUDA LTD LIABLITY COMPANY,1,,
ON,matched,ON SEMICONDUCTOR TRADING LTD HAMILTON BERMUDA,1,,
ON,matched,SEMICONDUCTOR COMPONENTS IND I,1,,
ON,matched,SEMICONDUCTOR COMPONENTS IND LLC BHB,1,,
ON,matched,SEMICONDUCTOR COMPONENTS IND LLC PHOENIX AZ,1,,
ON,matched,SEMICONDUCTOR COMPONENTS INDUSTIRES LLC,1,,
ON,matched,SEMICONDUCTOR COMPONENTS INDUTRIES LLC,1,,
ON,matched,SEMICONDUCTOR COMPONENTS INUDU,1,,
OVTI,matched,OMNIVISION TECH INC,1571,REVIEW,
OVTI,matched,OMNIVISION SENSOR SOLUTION SHANGHAI CO LTD,19,,
OVTI,matched,OMNIVISION TECH SHANGHAI CO,16,,
OVTI,matched,OMNIVISION CDM OPTICS INC,13,,
OVTI,matched,OMNIVISION INTERNAT HOLDING LT,10,,
OVTI,matched,OMNIVISION SEMICONDUCTOR SHANGHAI CO LTD,8,,
OVTI,matched,OMNIVISION TECH SHANGHAI CO LTD,4,,
OVTI,matched,OMNIVISION TDDI ONTARIO LP,3,,
OVTI,matched,OMNIVISION CO LTD,2,,
OVTI,matched,OMNIVISION INTERNAT HOLDING LTD,2,,
OVTI,matched,OMNIVISION OPTOELECTRONICS TECH SHANGHAI CO LTD,2,,
OVTI,matched,OMNIVISION OPTOELECTRONICS TECHNOLOGIES SHANGHAI CO LTD,2,,
OVTI,matched,OMNIVISION TECHNOLGIES INC,2,,
OVTI,matched,OMNIVISION,1,,
OVTI,matched,OMNIVISION INC,1,,
OVTI,matched,OMNIVISION OPTOELECTRONICS TECH (SHANGHAI) CO LTD,1,,
OVTI,matched,OMNIVISION SEMICONDUCTOR (SHANGHAI) CO LTD,1,,
OVTI,matched,OMNIVISION TECH (SHANGHAI) CO LTD,1,,
OVTI,matched,OMNIVISION TECH INC OMNIVISION TECH INC,1,,
OVTI,matched,OMNIVISION TECHNOLOIGIES INC,1,,
OVTI,matched,OMNIVISION TECHNOLOLGIES INC,1,,
OVTI,matched,OMNIVISION TECNHOLOGIES INC,1,,
PMCS,matched,PMC SIERRA INC,250,REVIEW,
PMCS,matched,PMC SIERRA US INC,160,REVIEW,
PMCS,matched,PMC SIERRA LTD,77,REVIEW,
PMCS,matched,PMC SIERRA ISRAEL LTD,34,REVIEW,
PMCS,matched,PMC-SIERRA US INC,22,REVIEW,
PMCS,matched,PMC SIERRA,3,,
PMCS,matched,PMC SIERRA MARYLAND INC,3,,
PMCS,matched,PMC SIERRA INERTNATIONAL INC,1,,
PMCS,matched,PMC SIERRA USA INC,1,,
POWI,matched,POWER INTEGRATIONS INC,1115,REVIEW,
POWI,matched,POWER INTEGRATIONS SWITZERLAND GMBH,12,,
POWI,matched,POWER INTEGRATIONS LTD,3,,
POWI,matched,POWER INTEGRATIONS GMBH,1,,
QCOM,matched,QUALCOMM INC,59682,REVIEW,
QCOM,matched,QUALCOMM MEMS TECHNOLOGIES INC,1062,REVIEW,
QCOM,matched,QUALCOMM TECHNOLOGIES INC,255,REVIEW,
QCOM,matched,QUALCOMM ATHEROS INC,229,REVIEW,
QCOM,matched,QUALCOMM INCORPORATED,155,REVIEW,
QCOM,matched,QUALCOMM INNOVATION CT INC,148,REVIEW,
QCOM,matched,QUALCOMM TECHNOLOGIES INT LTD,131,REVIEW,
QCOM,matched,QUALCOMM INCORPORTED,42,REVIEW,
QCOM,matched,QUALCOMM INCORPROATED,33,REVIEW,
QCOM,matched,QUALCOMM CONNECTED EXPERIENCES INC,27,REVIEW,
QCOM,matched,QUALCOMM lncorporated,20,REVIEW,
QCOM,matched,QUALCOMM SWITCH CORP,16,,
QCOM,matched,QUALCOMM INCORPORATE,15,,
QCOM,matched,QUALCOMM ISKOOT INC,12,,
QCOM,matched,QUALCOMM INCORPOATED,11,,
QCOM,matched,QUALCOMM INCORPRATED,10,,
QCOM,matched,QUALCOMM AUTO LTD,8,,
QCOM,matched,QUALCOMMM INC,8,,
QCOM,matched,QUALCOMM CORP,6,,
QCOM,matched,QUALCOMM INCORORATED,5,,
QCOM,matched,QUALCOMM LABS INC,5,,
QCOM,matched,QUALCOMM TECH INCORPORATED,5,,
QCOM,matched,QUALCOMM INCORPORATD,4,,
QCOM,matched,QUALCOMM INCRPORATED,4,,
QCOM,matched,QUALCOMM MEMS TECHNOLOGIES,4,,
QCOM,matched,QUALCOMMINCORPORATED,4,,
QCOM,matched,QUALCOMM,3,,
QCOM,matched,QUALCOMM ATHEROS TECHNOLOGY LTD,3,,
QCOM,matched,QUALCOMM CAMBRIDGE LTD,3,,
QCOM,matched,QUALCOMM ICORPORATED,3,,
QCOM,matched,QUALCOMM INC INC,3,,
QCOM,matched,QUALCOMM INCORPARATED,3,,
QCOM,matched,QUALCOMM INCORPORTATED,3,,
QCOM,matched,QUALCOMM INTELLIGENT SOLUTIONS INC,3,,
QCOM,matched,QUALCOMM Incorpated,3,,
QCOM,matched,QUALCOMM MEMS TECHNOLGIES INC,3,,
QCOM,matched,QUALCOMM MEMS TECHOLOGIES INC,3,,
QCOM,matched,QUALCOMM lncornorated,3,,
QCOM,matched,QUALCOMM INCOPRORATED,2,,
QCOM,matched,QUALCOMM INCOROPORATED,2,,
QCOM,matched,QUALCOMM INCORPORAT,2,,
QCOM,matched,QUALCOMM INCORPORATION,2,,
QCOM,matched,QUALCOMM INCORPORTAED,2,,
QCOM,matched,QUALCOMM INCORPOTATED,2,,
QCOM,matched,QUALCOMM INCORPRORATED,2,,
QCOM,matched,QUALCOMM INCROPORATED,2,,
QCOM,matched,QUALCOMM INCRORPORATED,2,,
QCOM,matched,QUALCOMM Incorporared,2,,
QCOM,matched,QUALCOMM Inorporated,2,,
QCOM,matched,QUALCOMM MEMES TECHNOLOGIES INC,2,,
QCOM,matched,QUALCOMMM INCORPORATED,2,,
QCOM,matched,QUALCOMM ALTHEROS INC,1,,
QCOM,matched,QUALCOMM ATHERONS INC,1,,
QCOM,matched,QUALCOMM ATHEROS Incorporate,1,,
QCOM,matched,QUALCOMM CORPORATED,1,,
QCOM,matched,QUALCOMM FYX INC,1,,
QCOM,matched,QUALCOMM IINCORPORATED,1,,
QCOM,matched,QUALCOMM IMCORPORATED,1,,
QCOM,matched,QUALCOMM INC 5775 MOREHOUSE DRIVESAN DIEGO92121 1714,1,,
QCOM,matched,QUALCOMM INC CT INC,1,,
QCOM,matched,QUALCOMM INCCORPORATED,1,,
QCOM,matched,QUALCOMM INCORPOARATED,1,,
QCOM,matched,QUALCOMM INCORPORAED,1,,
QCOM,matched,QUALCOMM INCORPORALED,1,,
QCOM,matched,QUALCOMM INCORPORATED INC,1,,
QCOM,matched,QUALCOMM INCORPORATEDS,1,,
QCOM,matched,QUALCOMM INCORPORATON,1,,
QCOM,matched,QUALCOMM INCORPORATRED,1,,
QCOM,matched,QUALCOMM INNVOATION CT INC,1,,
QCOM,matched,QUALCOMM Incoporpated,1,,
QCOM,matched,QUALCOMM Incoroprated,1,,
QCOM,matched,QUALCOMM Incorpor,1,,
QCOM,matched,QUALCOMM Incorporaeted,1,,
QCOM,matched,QUALCOMM Incorporaged,1,,
QCOM,matched,QUALCOMM Incorporate3d,1,,
QCOM,matched,QUALCOMM Incorporatead,1,,
QCOM,matched,QUALCOMM Incorporated4,1,,
QCOM,matched,QUALCOMM Incorporated—,1,,
QCOM,matched,QUALCOMM Incorporatied,1,,
QCOM,matched,QUALCOMM Incorpored,1,,
QCOM,matched,QUALCOMM Incorporeted,1,,
QCOM,matched,QUALCOMM Incorpprated,1,,
QCOM,matched,QUALCOMM Inncorporated,1,,
QCOM,matched,QUALCOMM Intercorporated,1,,
QCOM,matched,QUALCOMM MEMS,1,,
QCOM,matched,QUALCOMM MEMS TECHNOLOGIES CO,1,,
QCOM,matched,QUALCOMM MEMS TECHNOLOGY INC,1,,
QCOM,matched,QUALCOMM MEMS TECNOLOGIES INC,1,,
QCOM,matched,QUALCOMM MENS TECHNOLOGIES INC,1,,
QCOM,matched,QUALCOMM TECHNOLOGICS INC,1,,
QCOM,matched,QUALCOMM TECHNOLOGIES,1,,
QCOM,matched,QUALCOMM TECHNOLOGIES INTERNAT LTD,1,,
QCOM,matched,QUALCOMM UK LTD,1,,
QCOM,matched,QUALCOMM lncoroorated,1,,
QCOM,matched,QUALCOMM lncorporatecl,1,,
QCOM,matched,QUALCOMMS TECHNOLOGIES INC,1,,
QRVO,matched,QORVO US INC,1549,REVIEW,
QRVO,matched,QORVO BIOTECHNOLOGIES LLC,26,REVIEW,
QRVO,matched,QORVO INT PTE LTD,11,,
QRVO,matched,QORVO TEXAS LLC,5,,
QRVO,matched,QORVO PARIS,1,,
RFMD,matched,RF MICRO DEVICES INC,860,REVIEW,
RFMD,matched,RF MICRO DEVICES CAYMAN ISLANDS LTD,15,,
RFMD,matched,RF MICRO DEVICES (CAYMAN ISLANDS) LTD,4,,
RFMD,matched,RF MICRO DEVICES,1,,
SLAB,matched,SILICON LAB INC,1964,REVIEW,
SLAB,matched,SILICON LABS CP INC,52,REVIEW,
SLAB,matched,SILICON LAB,22,REVIEW,
SLAB,matched,SILICON LABORATORIES FINLAND OY,8,,
SLAB,matched,SILICON LABS SC INC,8,,
SLAB,matched,SILICON LABS SPECTRA INC,8,,
SLAB,matched,SILICON LAB FINLAND OY,5,,
SLAB,matched,SILICON LABORATORIES,3,,
SLAB,matched,SILICON LAB NORWAY AS,2,,
SLAB,matched,SILICON LABORATOIRES INC,2,,
SLAB,matched,SILICON LAB CP INC,1,,
SLAB,matched,SILICON LABORATIORIES INC,1,,
SLAB,matched,SILICON LABORATORIES NORWAY AS,1,,
SLAB,matched,SILICON LABORATRIES INC,1,,
SLAB,matched,SILICON LABORTORIES INC,1,,
SLAB,matched,SILICON LABS ISOLATION INC,1,,
SMTC,matched,SEMTECH CORP,301,REVIEW,
SMTC,matched,SEMTECH CANADA CORP,13,,
SMTC,matched,SEMTECH CANADA INC,4,,
SMTC,matched,SEMTECH NEUCHATEL SA,4,,
SMTC,matched,SEMTECH INTERNAT AG,3,,
SMTC,matched,SEMTECH INT AG,2,,
SMTC,matched,SEMTECH NEW YORK CORP,2,,
SMTC,matched,SEMTECH EV INC,1,,
SMTC,matched,SEMTECH INC,1,,
SWKS,matched,SKYWORKS SOLUTIONS INC,3760,REVIEW,
SWKS,matched,SKYWORKS GLOBAL PTE LTD,127,REVIEW,
SWKS,matched,SKYWORKS PANASONIC FILTER SOLUTIONS JAPAN CO LTD,42,REVIEW,
SWKS,matched,SKYWORKS FILTER SOLUTIONS JAPAN CO LTD,41,REVIEW,
SWKS,matched,SKYWORKS SOLUTION INC,10,,
SWKS,matched,SKYWORKS SOLUTIONS HONG KONG LTD,4,,
SWKS,matched,SKYWORKS GLOBAL INC,3,,
SWKS,matched,SKYWORKS AERONAUTICS CORP,2,,
SWKS,matched,SKYWORKS INTERACTIVE INC,2,,
SWKS,matched,SKYWORKS SOLUTONS INC,2,,
SWKS,matched,SKYWORKS VENTURES INC,2,,
SWKS,matched,SKYWORKS INC,1,,
SWKS,matched,SKYWORKS SOLULTIONS INC,1,,
SWKS,matched,SKYWORKS SOLUTEQNS ENC,1,,
SWKS,matched,SKYWORKS SOLUTIIONS INC,1,,
SWKS,matched,SKYWORKS SOULTIONS INC,1,,
SYNA,matched,SYNAPTICS INC,1571,REVIEW,
SYNA,matched,SYNAPTICS JAPAN GK,109,REVIEW,
SYNA,matched,SYNAPTICS DISPLAY DEVICES GK,53,REVIEW,
SYNA,matched,SYNAPTICS DISPLAY DEVICES KK,30,REVIEW,
SYNA,matched,SYNAPTICS UK LTD,20,REVIEW,
SYNA,matched,SYNAPTICS LLC,5,,
SYNA,matched,SYNAPTICS CORP,3,,
SYNA,matched,SYNAPTICS INC A CALIFORNIA COR,3,,
SYNA,matched,SYNAPTICS INCORPORATED,2,,
SYNA,matched,SYNAPTICS BOULEVARD,1,,
SYNA,matched,SYNAPTICS INCORPORTED,1,,
SYNA,matched,SYNAPTICS INFORJPORATED,1,,
SYNA,matched,SYNAPTICS INFORPORATED,1,,
TQNT,matched,TRIQUINT SEMICONDUCTOR INC,283,REVIEW,
TQNT,matched,TRIQUINT TECHNOLOGY HOLDING CO,71,REVIEW,
TQNT,matched,TRIQUINT INC,4,,
TQNT,matched,TRIQUINT CW INC,3,,
TQNT,matched,TRIQUINT SEMICONDUCTORS INC,3,,
TQNT,matched,TRIQUINT SEMICONDUCTOR CORP,2,,
TQNT,matched,TRIQUINT,1,,
TQNT,matched,TRIQUINT INTERNAT PTE LTD,1,,
TQNT,matched,TRIQUINT SEMICONDUCTOR,1,,
